#name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,proteinID,alignID
"ENST00000678024.1","chr19","-","10133356","10177949","10133356","10133356","35","10133356,10134216,10135735,10136120,10137084,10137831,10138438,10139675,10140045,10140780,10141104,10143765,10146350,10148883,10149452,10149852,10151397,10151749,10154292,10154585,10154904,10155852,10156390,10159657,10159841,10160017,10160383,10162666,10163325,10166591,10168329,10173089,10173870,10175539,10177291,","10133701,10134307,10135852,10136287,10137280,10138009,10138605,10139817,10140328,10140909,10142220,10143987,10146524,10149017,10149657,10149968,10151545,10151847,10154479,10154773,10155056,10155945,10156509,10159767,10159922,10160063,10160418,10162748,10163360,10166685,10168364,10173174,10173905,10175618,10177949,","","uc288soz.1"
"ENST00000676604.1","chr19","-","10133356","10179734","10133356","10133356","37","10133356,10134216,10135735,10136120,10137084,10137831,10138438,10139675,10140045,10140780,10141104,10142027,10143765,10146350,10148883,10149452,10149852,10151397,10151749,10154292,10154585,10154904,10155852,10156390,10159657,10159841,10160017,10160383,10162666,10163325,10166591,10168329,10173089,10173870,10175539,10177291,10179635,","10133701,10134307,10135852,10136287,10137280,10138009,10138605,10139817,10140328,10140909,10141189,10142220,10143987,10146524,10149017,10149657,10149968,10151545,10151847,10154479,10154773,10155056,10155945,10156509,10159767,10159922,10160063,10160418,10162748,10163360,10166685,10168364,10173174,10173905,10175618,10177367,10179734,","","uc288qmz.1"
"ENST00000677616.1","chr19","-","10133356","10180856","10139845","10180431","39","10133356,10134216,10135735,10136120,10137084,10137831,10138438,10139675,10140045,10140780,10141104,10142027,10143765,10146350,10148883,10149452,10149852,10151397,10151749,10154292,10154585,10154904,10155852,10156390,10159657,10159841,10160017,10160383,10162666,10163325,10166591,10168329,10173089,10173870,10175539,10177291,10180186,10180349,10180777,","10133701,10134307,10135852,10136287,10137280,10138009,10138605,10139849,10140328,10140909,10141189,10142220,10143987,10146524,10149017,10149657,10149968,10151545,10151847,10154479,10154773,10155056,10155945,10156509,10159767,10159922,10160063,10160418,10162748,10163360,10166685,10168364,10173174,10173905,10175618,10177367,10180234,10180569,10180856,","A0A7I2V311","uc288rzl.1"
"ENST00000677685.1","chr19","-","10133356","10194932","10166665","10194899","39","10133356,10134216,10135735,10136120,10137084,10137831,10138438,10139675,10140045,10140780,10141104,10142027,10143765,10146350,10148883,10149452,10149852,10151397,10151749,10154292,10154585,10154904,10155852,10156390,10159657,10159841,10160017,10160383,10162666,10163325,10166597,10168329,10173089,10173870,10175539,10177291,10180777,10182040,10194819,","10133701,10134307,10135852,10136287,10137280,10138009,10138605,10139817,10140328,10140909,10141189,10142220,10143987,10146524,10149017,10149657,10149968,10151545,10151847,10154479,10154773,10155056,10155945,10156509,10159767,10159922,10160063,10160418,10162748,10163360,10166685,10168364,10173174,10173905,10175618,10177367,10180885,10182077,10194932,","A0A7I2V3F8","uc288scb.1"
"ENST00000677013.1","chr19","-","10133356","10194953","10180484","10194899","40","10133356,10134216,10135735,10136120,10137084,10137831,10138438,10139675,10140045,10140780,10141104,10142027,10143765,10146350,10148883,10149452,10149852,10151397,10151749,10154292,10154585,10154904,10155852,10156390,10159657,10159841,10160017,10160383,10162666,10163325,10166597,10168329,10173089,10173870,10175539,10177291,10180349,10180777,10182040,10194819,","10133701,10134307,10135852,10136287,10137280,10138009,10138605,10139817,10140328,10140909,10141189,10142220,10143987,10146524,10149017,10149657,10149968,10151545,10151847,10154479,10154773,10155056,10155945,10156509,10159767,10159922,10160063,10160418,10162748,10163360,10166685,10168364,10173174,10173905,10175618,10177367,10180529,10180885,10182077,10194953,","K7EMU8","uc288rcn.1"
"ENST00000677250.1","chr19","-","10133356","10194953","10162746","10194899","39","10133356,10134216,10135735,10136120,10137084,10137831,10138438,10139675,10140045,10140780,10141104,10142027,10143765,10146350,10148883,10149452,10149852,10151397,10151749,10154292,10154585,10154904,10155852,10156390,10159657,10159841,10160017,10160383,10162666,10163325,10168329,10173089,10173870,10175539,10177291,10180349,10180777,10182040,10194819,","10133701,10134307,10135852,10136287,10137280,10138009,10138605,10139817,10140328,10140909,10141189,10142220,10143987,10146524,10149017,10149657,10149968,10151545,10151847,10154479,10154773,10155056,10155945,10156509,10159767,10159922,10160063,10160418,10162748,10163360,10168364,10173174,10173905,10175618,10177367,10180569,10180885,10182077,10194953,","A0A7I2V2G5","uc288rlm.1"
"ENST00000676820.1","chr19","-","10133356","10194955","10133356","10133356","39","10133356,10134216,10135735,10136120,10137084,10137831,10138438,10139675,10140045,10140780,10141104,10143765,10146350,10148883,10149452,10149852,10151397,10151749,10154292,10154585,10154904,10155852,10156390,10159657,10159841,10160017,10160383,10162666,10163325,10166597,10168329,10173089,10173870,10175539,10177291,10180349,10180777,10182040,10194819,","10133701,10134307,10135852,10136287,10137280,10138009,10138605,10139817,10140328,10140909,10142220,10143987,10146524,10149017,10149657,10149968,10151545,10151847,10154479,10154773,10155056,10155945,10156509,10159767,10159922,10160063,10160418,10162748,10163360,10166685,10168364,10173174,10173905,10175618,10177367,10180569,10180885,10182077,10194955,","","uc288qve.1"
"ENST00000677634.1","chr19","-","10133356","10194955","10140858","10194899","40","10133356,10134216,10135735,10136120,10137084,10137831,10138438,10139675,10140045,10140780,10141104,10142079,10143765,10146350,10148883,10149452,10149852,10151397,10151749,10154292,10154585,10154904,10155852,10156390,10159657,10159841,10160017,10160383,10162666,10163325,10166597,10168329,10173089,10173870,10175539,10177291,10180349,10180777,10182040,10194819,","10133701,10134307,10135852,10136287,10137280,10138009,10138605,10139817,10140328,10140909,10141189,10142220,10143987,10146524,10149017,10149657,10149968,10151545,10151847,10154479,10154773,10155056,10155945,10156509,10159767,10159922,10160063,10160418,10162748,10163360,10166685,10168364,10173174,10173905,10175618,10177367,10180569,10180885,10182077,10194955,","A0A7I2V5F6","uc288sad.1"
"ENST00000679103.1","chr19","-","10133356","10194955","10133692","10194899","39","10133356,10135735,10136120,10137084,10137831,10138438,10139675,10140045,10140780,10141104,10142027,10143765,10146350,10148883,10149452,10149852,10151397,10151749,10154292,10154585,10154904,10155852,10156390,10159657,10159841,10160017,10160383,10162666,10163325,10166597,10168329,10173089,10173870,10175539,10177291,10180349,10180777,10182040,10194819,","10133701,10135852,10136287,10137280,10138009,10138605,10139817,10140328,10140909,10141189,10142220,10143987,10146524,10149017,10149657,10149968,10151545,10151847,10154479,10154773,10155056,10155945,10156509,10159767,10159922,10160063,10160418,10162748,10163360,10166685,10168364,10173174,10173905,10175618,10177367,10180569,10180885,10182077,10194955,","A0A7I2YQA8","uc288ued.1"
"ENST00000677038.1","chr19","-","10133357","10139231","10133357","10133357","8","10133357,10134216,10135735,10136120,10137075,10137831,10138438,10138744,","10133701,10134307,10135852,10136287,10137280,10138009,10138605,10139231,","","uc288rdl.1"
"ENST00000678647.1","chr19","-","10133357","10151747","10133357","10133357","18","10133357,10134216,10135735,10136120,10137075,10137831,10138438,10139675,10140045,10140780,10141104,10142027,10143765,10146350,10148883,10149452,10149852,10151397,","10133701,10134307,10135852,10136287,10137280,10138009,10138605,10139817,10140328,10140909,10141189,10142220,10143987,10146524,10149017,10149657,10149968,10151747,","","uc288tmr.1"
"ENST00000678851.1","chr19","-","10133359","10138118","10133359","10133359","4","10133359,10136120,10137084,10137831,","10135852,10136287,10137280,10138118,","","uc288tum.1"
"ENST00000676610.1","chr19","-","10133359","10194955","10135618","10194899","38","10133359,10136120,10137084,10137831,10138438,10139675,10140045,10140780,10141104,10142027,10143765,10146350,10148883,10149452,10149852,10151397,10151749,10154292,10154585,10154904,10155852,10156390,10159657,10159841,10160017,10160383,10162666,10163325,10166597,10168329,10173089,10173870,10175539,10177291,10180349,10180777,10182040,10194819,","10135852,10136287,10137280,10138009,10138605,10139817,10140328,10140909,10141189,10142220,10143987,10146524,10149017,10149657,10149968,10151545,10151847,10154479,10154773,10155056,10155945,10156509,10159767,10159922,10160063,10160418,10162748,10163360,10166685,10168364,10173174,10173905,10175618,10177367,10180569,10180885,10182077,10194955,","A0A7I2YQQ0","uc288qnf.1"
"ENST00000588913.5","chr19","-","10133366","10140130","10135618","10140130","9","10133366,10134216,10135438,10136120,10137084,10137831,10138438,10139675,10140045,","10133701,10134307,10135852,10136287,10137280,10138009,10138605,10139817,10140130,","K7ENW7","uc060teu.1"
"ENST00000678804.1","chr19","-","10133369","10194955","10134064","10194899","39","10133369,10135735,10136120,10137075,10137831,10138438,10139675,10140045,10140780,10141104,10142027,10143765,10146350,10148883,10149452,10149852,10151397,10151749,10154292,10154585,10154904,10155852,10156390,10159657,10159841,10160017,10160383,10162666,10163325,10166597,10168329,10173089,10173870,10175539,10177291,10180349,10180777,10182040,10194819,","10134307,10135852,10136287,10137280,10138009,10138605,10139817,10140328,10140909,10141189,10142220,10143987,10146524,10149017,10149657,10149968,10151545,10151847,10154479,10154773,10155056,10155945,10156509,10159767,10159922,10160063,10160418,10162748,10163360,10166685,10168364,10173174,10173905,10175618,10177367,10180569,10180885,10182077,10194955,","A0A7I2V490","uc288tsr.1"
"ENST00000679313.1","chr19","-","10133369","10194955","10133692","10194899","39","10133369,10135735,10136120,10137075,10137831,10138438,10139675,10140045,10140780,10141104,10142027,10143765,10146350,10148883,10149452,10149852,10151397,10151749,10154292,10154585,10154904,10155852,10156390,10159657,10159841,10160017,10160383,10162666,10163325,10166597,10168329,10173089,10173870,10175539,10177291,10180349,10180777,10182040,10194819,","10133701,10135852,10136287,10137280,10138009,10138605,10139817,10140328,10140909,10141189,10142220,10143987,10146524,10149017,10149657,10149968,10151545,10151847,10154479,10154773,10155056,10155945,10156509,10159767,10159922,10160063,10160418,10162748,10163360,10166685,10168364,10173174,10173905,10175618,10177367,10180569,10180885,10182077,10194955,","A0A7I2V5F1","uc288umf.1"
"ENST00000677135.1","chr19","-","10133393","10134561","10133393","10133393","2","10133393,10134216,","10133701,10134561,","","uc288rhd.1"
"ENST00000677946.1","chr19","-","10133423","10194955","10134064","10194899","39","10133423,10135735,10136120,10137084,10137831,10138438,10139675,10140045,10140780,10141104,10142027,10143765,10146350,10148883,10149452,10149852,10151397,10151749,10154292,10154585,10154904,10155852,10156390,10159657,10159841,10160017,10160383,10162666,10163325,10166597,10168329,10173089,10173870,10175539,10177291,10180349,10180777,10182040,10194819,","10134307,10135852,10136287,10137280,10138009,10138605,10139817,10140328,10140909,10141189,10142220,10143987,10146524,10149017,10149657,10149968,10151545,10151847,10154479,10154773,10155056,10155945,10156509,10159767,10159922,10160063,10160418,10162748,10163360,10166685,10168364,10173174,10173905,10175618,10177367,10180569,10180885,10182077,10194955,","A0A7I2V5D0","uc288sma.1"
"ENST00000678239.1","chr19","-","10135244","10140467","10135244","10135244","6","10135244,10136120,10137075,10137831,10138438,10139675,","10135852,10136287,10137280,10138009,10138605,10140467,","","uc288sxe.1"
"ENST00000589294.1","chr19","-","10137466","10138470","10137466","10137466","2","10137466,10138438,","10138009,10138470,","","uc060tev.1"
"ENST00000587197.1","chr19","-","10137887","10140195","10137887","10137887","3","10137887,10138438,10139675,","10138009,10138605,10140195,","","uc060tew.1"
"ENST00000589538.5","chr19","-","10140029","10143901","10140029","10140029","5","10140029,10140780,10141104,10142027,10143765,","10140045,10140909,10141189,10142220,10143901,","","uc060tex.1"
"ENST00000593049.5","chr19","-","10140279","10142896","10140279","10140279","5","10140279,10140780,10141104,10142027,10142818,","10140328,10140909,10141189,10142220,10142896,","","uc060tez.1"
"ENST00000587604.1","chr19","-","10140528","10142074","10140528","10140528","3","10140528,10141104,10142027,","10140909,10141189,10142074,","","uc060tfa.1"
"ENST00000589091.1","chr19","-","10140688","10141446","10140688","10140688","2","10140688,10141104,","10140909,10141446,","","uc060tfb.1"
"ENST00000591239.1","chr19","-","10141696","10143791","10141696","10141696","2","10141696,10143765,","10142220,10143791,","","uc060tfc.1"
"ENST00000586799.1","chr19","-","10149947","10154977","10154637","10154977","6","10149947,10151397,10151749,10154292,10154585,10154904,","10149968,10151545,10151847,10154479,10154730,10154977,","K7EP77","uc060tfe.1"
"ENST00000585843.1","chr19","-","10154663","10160263","10154663","10154663","7","10154663,10154904,10155852,10156390,10159657,10159841,10160017,","10154773,10155056,10155945,10156509,10159767,10159922,10160263,","","uc060tff.1"
"ENST00000589349.5","chr19","-","10159911","10166671","10159911","10159911","5","10159911,10160017,10162666,10163325,10166597,","10159922,10160418,10162748,10163360,10166671,","","uc060tfg.1"
"ENST00000591764.1","chr19","-","10159943","10166666","10159943","10159943","5","10159943,10160383,10162666,10163325,10166597,","10160063,10160418,10162748,10163360,10166666,","","uc002mnk.4"
"ENST00000585920.1","chr19","-","10160206","10162983","10160206","10160206","2","10160206,10162666,","10160418,10162983,","","uc060tfh.1"
"ENST00000586988.5","chr19","-","10168329","10194904","10180830","10194899","9","10168329,10173089,10173870,10175539,10177291,10180349,10180777,10182040,10194819,","10168364,10173174,10173905,10175618,10177367,10180569,10180836,10182077,10194904,","K7EIZ6","uc060tfi.1"
"ENST00000588952.5","chr19","-","10173089","10231286","10173089","10180431","9","10173089,10173870,10175539,10177291,10180349,10180777,10182040,10218751,10231203,","10173174,10173905,10175618,10177367,10180569,10180885,10182077,10218869,10231286,","K7ENQ6","uc060tfj.1"
"ENST00000588118.5","chr19","-","10175539","10201192","10175539","10200883","8","10175539,10177291,10180349,10180777,10182040,10194819,10200873,10201118,","10175618,10177367,10180569,10180885,10182077,10195054,10201017,10201192,","K7EJL0","uc060tfk.1"
"ENST00000592342.5","chr19","-","10175541","10231273","10175541","10180431","7","10175541,10177291,10180186,10180349,10180777,10182040,10231203,","10175618,10177367,10180234,10180569,10180885,10182077,10231273,","K7ELB1","uc060tfl.1"
"ENST00000592054.5","chr19","-","10175562","10194626","10175562","10180431","6","10175562,10177291,10180349,10180777,10182040,10194532,","10175618,10177367,10180569,10180885,10182077,10194626,","K7ERQ1","uc060tfm.1"
"ENST00000590619.1","chr19","-","10177318","10180381","10177318","10180381","4","10177318,10179880,10180186,10180349,","10177367,10179982,10180234,10180381,","K7ER10","uc060tfn.1"
"ENST00000586800.5","chr19","-","10180354","10201197","10180354","10180431","5","10180354,10180777,10182040,10200873,10201118,","10180569,10180885,10182077,10201017,10201197,","K7EKC3","uc060tfo.1"
"ENST00000586086.1","chr19","-","10180462","10184559","10180462","10180462","4","10180462,10180777,10182040,10184322,","10180569,10180885,10182077,10184559,","","uc060tfp.1"
"ENST00000646641.1","chr19","-","10221432","10231331","10223843","10224905","2","10221432,10231203,","10224947,10231331,","O95136","uc285pih.1"
"ENST00000585009.1","chr19","+","10230412","10230485","10230412","10230412","1","10230412,","10230485,","","uc021uot.1"
"ENST00000724570.1","chr19","-","10239047","10252156","10239047","10239047","3","10239047,10250935,10251730,","10239267,10251059,10252156,","","uc339nkp.1"
"ENST00000724569.1","chr19","-","10239047","10252168","10239047","10239047","3","10239047,10250935,10251846,","10239267,10251059,10252168,","","uc339nko.1"
"ENST00000724568.1","chr19","-","10239047","10260386","10239047","10239047","3","10239047,10250935,10260211,","10239267,10251059,10260386,","","uc339nkn.1"
"ENST00000592514.5","chr19","+","10251900","10259778","10252253","10259778","10","10251900,10252145,10252396,10252550,10254588,10256707,10258221,10258412,10258608,10259616,","10252009,10252310,10252463,10252701,10254640,10256825,10258328,10258522,10258685,10259778,","K7ES61","uc060tfq.1"
"ENST00000591054.5","chr19","+","10251943","10258667","10252253","10258278","8","10251943,10252145,10252396,10252550,10254588,10258221,10258412,10258608,","10252009,10252310,10252463,10252701,10254640,10258328,10258522,10258667,","K7EKI4","uc060tfr.1"
"ENST00000307422.9","chr19","+","10251963","10260043","10252253","10259813","10","10251963,10252145,10252396,10252550,10254588,10256707,10258221,10258412,10258608,10259616,","10252009,10252310,10252463,10252701,10254640,10256825,10258328,10258522,10258685,10260043,","Q9BYD3","uc002mnm.4"
"ENST00000590150.5","chr19","+","10251997","10258234","10252253","10258234","6","10251997,10252363,10252550,10254588,10256707,10258221,","10252310,10252463,10252701,10254640,10256825,10258234,","K7ELF1","uc060tfs.1"
"ENST00000590669.5","chr19","+","10252009","10259125","10252253","10258738","8","10252009,10252396,10252550,10254588,10256707,10258221,10258412,10258608,","10252310,10252463,10252701,10254640,10256825,10258328,10258522,10259125,","Q9BYD3","uc002mno.4"
"ENST00000253099.11","chr19","+","10252213","10260055","10252253","10259813","9","10252213,10252396,10252550,10254588,10256707,10258221,10258412,10258608,10259616,","10252310,10252463,10252701,10254640,10256825,10258328,10258522,10258685,10260055,","Q9BYD3","uc002mnn.5"
"ENST00000393733.6","chr19","+","10252226","10260025","10252253","10259506","9","10252226,10252396,10252550,10254588,10256707,10258221,10258412,10258608,10259171,","10252310,10252463,10252701,10254640,10256825,10258328,10258522,10258685,10260025,","X6RAY8","uc060tft.1"
"ENST00000592071.1","chr19","+","10252257","10255717","10252257","10252257","3","10252257,10252396,10254588,","10252310,10252701,10255717,","","uc060tfu.1"
"ENST00000592893.1","chr19","-","10252267","10285108","10252267","10252267","3","10252267,10260211,10284967,","10252827,10260428,10285108,","","uc060tfv.1"
"ENST00000588502.5","chr19","+","10252275","10258623","10252342","10258526","6","10252275,10252550,10254588,10256707,10258221,10258412,","10252463,10252701,10254640,10256825,10258328,10258623,","K7ELQ0","uc060tfw.1"
"ENST00000588963.1","chr19","+","10252304","10253029","10252304","10252304","3","10252304,10252396,10252550,","10252310,10252463,10253029,","","uc060tfx.1"
"ENST00000590702.1","chr19","+","10254619","10259042","10254619","10258526","4","10254619,10256707,10258221,10258412,","10254640,10256825,10258328,10259042,","K7EJ73","uc060tfy.1"
"ENST00000587088.1","chr19","-","10259108","10260045","10259108","10259108","2","10259108,10259823,","10259241,10260045,","","uc060tfz.1"
"ENST00000724572.1","chr19","-","10260009","10271594","10260009","10260009","3","10260009,10266689,10271517,","10260428,10266794,10271594,","","uc339nkr.1"
"ENST00000724571.1","chr19","-","10260009","10271600","10260009","10260009","4","10260009,10260318,10266689,10271517,","10260180,10260428,10266794,10271600,","","uc339nkq.1"
"ENST00000715960.1","chr19","-","10260009","10271696","10260009","10260009","4","10260009,10260318,10261225,10271517,","10260180,10260428,10261353,10271696,","","uc339atw.1"
"ENST00000715961.1","chr19","-","10260009","10290813","10260009","10260009","3","10260009,10266689,10290418,","10260428,10266794,10290813,","","uc339atx.1"
"ENST00000725057.1","chr19","+","10269646","10270801","10269646","10269646","1","10269646,","10270801,","","uc339odi.1"
"ENST00000423829.2","chr19","+","10271092","10285583","10271159","10285287","5","10271092,10284128,10284402,10284782,10285114,","10271226,10284320,10284657,10285028,10285583,","E7ESS4","uc010xle.2"
"ENST00000588645.1","chr19","+","10271119","10283753","10271159","10283753","4","10271119,10274764,10283480,10283557,","10271226,10275028,10283494,10283753,","K7EKL8","uc060tga.1"
"ENST00000264832.8","chr19","+","10271119","10286615","10271159","10285287","7","10271119,10274764,10283480,10284032,10284402,10284782,10285114,","10271226,10275028,10283786,10284320,10284657,10285028,10286615,","P05362","uc002mnq.4"
"ENST00000585443.1","chr19","+","10282257","10283586","10282257","10282257","2","10282257,10283111,","10282342,10283586,","","uc060tgb.1"
"ENST00000592686.1","chr19","+","10283281","10284098","10283281","10283281","2","10283281,10284032,","10283786,10284098,","","uc060tgc.1"
"ENST00000724881.1","chr19","-","10285796","10289326","10285796","10285796","2","10285796,10288947,","10285939,10289326,","","uc339nwo.1"
"ENST00000589379.1","chr19","-","10285800","10289019","10285800","10285800","1","10285800,","10289019,","","uc060tgd.1"
"ENST00000380770.5","chr19","+","10286954","10288520","10287012","10288104","3","10286954,10287535,10287985,","10287406,10287838,10288520,","Q14773","uc002mns.5"
"ENST00000340992.4","chr19","+","10286973","10288502","10287012","10288184","3","10286973,10287612,10287985,","10287406,10287838,10288502,","U5U6P8","uc002mnr.3"
"ENST00000393717.2","chr19","+","10287003","10288522","10287012","10287855","2","10287003,10287535,","10287406,10288522,","Q14773","uc002mnt.3"
"ENST00000725204.1","chr19","+","10289326","10289934","10289326","10289326","2","10289326,10289819,","10289461,10289934,","","uc339oiz.1"
"ENST00000724727.1","chr19","-","10289410","10296778","10289410","10289410","2","10289410,10296561,","10289858,10296778,","","uc339nqq.1"
"ENST00000221980.5","chr19","+","10289951","10296778","10290043","10296616","11","10289951,10291071,10291488,10292034,10292611,10292997,10293697,10294039,10294400,10295345,10296338,","10290125,10291341,10291809,10292322,10292866,10293246,10293943,10294318,10294640,10295612,10296778,","Q9UMF0","uc002mnu.6"
"ENST00000588912.1","chr19","+","10289992","10290920","10289992","10289992","1","10289992,","10290920,","","uc060tge.1"
"ENST00000586004.1","chr19","+","10290023","10291708","10290023","10290023","3","10290023,10291071,10291488,","10290125,10291316,10291708,","","uc060tgf.1"
"ENST00000587398.1","chr19","+","10290976","10291747","10290976","10290976","2","10290976,10291488,","10291341,10291747,","","uc060tgg.1"
"ENST00000586480.1","chr19","+","10291472","10296776","10291511","10296616","9","10291472,10292034,10292611,10292997,10293697,10294039,10294400,10295345,10296338,","10291809,10292322,10292866,10293246,10293943,10294318,10294640,10295612,10296776,","A0A9L9PXE8","uc060tgh.1"
"ENST00000480726.1","chr19","-","10304802","10305611","10304802","10304802","2","10304802,10305389,","10305208,10305611,","","uc060tgi.1"
"ENST00000707000.1","chr19","-","10304802","10309815","10305090","10309485","5","10304802,10305389,10305845,10308184,10309348,","10305208,10305483,10305952,10308550,10309815,","P0C6A0","uc316vmv.1"
"ENST00000403903.7","chr19","-","10304802","10309880","10305090","10308429","4","10304802,10305389,10305845,10308184,","10305208,10305483,10305952,10309880,","","uc002mnw.5"
"ENST00000403352.1","chr19","-","10305074","10309783","10305090","10308429","6","10305074,10305389,10305845,10308184,10309348,10309556,","10305208,10305483,10305952,10308550,10309448,10309783,","B5MCP8","uc060tgj.1"
"ENST00000452032.6","chr19","-","10305426","10316009","10310571","10315996","11","10305426,10305845,10308184,10308479,10309348,10309556,10310326,10310852,10315385,10315704,10315851,","10305483,10305952,10308391,10308550,10309448,10310283,10310605,10310940,10315492,10315759,10316009,","E7EQL1","uc060tgk.2"
"ENST00000493771.2","chr19","-","10308371","10315768","10308371","10308371","7","10308371,10309348,10309556,10310422,10310852,10315385,10315704,","10308550,10309448,10309683,10310642,10310940,10315492,10315768,","","uc060tgl.1"
"ENST00000706663.1","chr19","-","10309915","10316015","10310365","10315996","2","10309915,10315945,","10310422,10316015,","A0A9L9PXQ6","uc316vbt.1"
"ENST00000393708.3","chr19","-","10310044","10316015","10310485","10315996","5","10310044,10310852,10315385,10315704,10315851,","10310642,10310940,10315492,10315759,10316015,","Q6P4F2","uc002mny.3"
"ENST00000492239.5","chr19","-","10310216","10315795","10310485","10310632","4","10310216,10310852,10315385,10315704,","10310642,10310940,10315553,10315795,","A0A0A0MTS8","uc060tgm.2"
"ENST00000494368.5","chr19","-","10310354","10316015","10310485","10310632","5","10310354,10310852,10315385,10315704,10315969,","10310642,10310940,10315492,10315759,10316015,","A0A0A0MTS8","uc060tgn.1"
"ENST00000460631.5","chr19","-","10310472","10315996","10310472","10310472","4","10310472,10310852,10315385,10315851,","10310642,10310940,10315759,10315996,","","uc060tgo.1"
"ENST00000343376.8","chr19","-","10310495","10316013","10310495","10310495","4","10310495,10310852,10315385,10315704,","10310605,10310940,10315492,10316013,","","uc060tgp.1"
"ENST00000453681.1","chr19","-","10310508","10316010","10310508","10310508","4","10310508,10310852,10315385,10315704,","10310642,10310940,10315492,10316010,","","uc060tgq.1"
"ENST00000486454.1","chr19","-","10315330","10316006","10315330","10315330","2","10315330,10315851,","10315759,10316006,","","uc060tgr.1"
"ENST00000586529.1","chr19","-","10315470","10320678","10317453","10320678","8","10315470,10315704,10316017,10316234,10317689,10318228,10319165,10320654,","10315492,10315759,10316097,10317600,10317773,10318372,10319240,10320678,","K7EQG2","uc060tgs.1"
"ENST00000617231.5","chr19","-","10316211","10333529","10317453","10333507","13","10316211,10317689,10318228,10319165,10320654,10321047,10321530,10322644,10323144,10323374,10328641,10330459,10333288,","10317600,10317773,10318372,10319240,10320951,10321259,10321618,10322739,10323274,10323566,10329111,10330526,10333529,","A0A087WZ13","uc060tgt.2"
"ENST00000592208.5","chr19","-","10316214","10333511","10316214","10316214","10","10316214,10317689,10318228,10319165,10320654,10321047,10323144,10323374,10328641,10333288,","10317600,10317773,10318372,10319240,10320951,10322739,10323274,10323566,10329111,10333511,","","uc060tgu.1"
"ENST00000585935.5","chr19","-","10318295","10321162","10318295","10318295","5","10318295,10319165,10320654,10320857,10321047,","10318372,10319240,10320763,10320951,10321162,","","uc060tgx.1"
"ENST00000593136.2","chr19","-","10318365","10323157","10318365","10318365","7","10318365,10319165,10320654,10320857,10321530,10322644,10323144,","10318372,10319240,10320782,10320951,10321618,10322739,10323157,","","uc060tgy.1"
"ENST00000591969.2","chr19","-","10323505","10333507","10329032","10333507","4","10323505,10328641,10330459,10333288,","10323566,10329052,10330526,10333507,","K7EKR9","uc060tgz.2"
"ENST00000706673.1","chr19","-","10326969","10333516","10326969","10326969","2","10326969,10333288,","10329111,10333516,","","uc316vcb.1"
"ENST00000706674.1","chr19","-","10327049","10333528","10327049","10327049","3","10327049,10330459,10333288,","10329111,10330526,10333528,","","uc316vcc.1"
"ENST00000612689.1","chr19","+","10333435","10336248","10333435","10333435","1","10333435,","10336248,","","uc060tha.1"
"ENST00000706691.1","chr19","-","10333775","10334940","10333856","10334711","3","10333775,10334159,10334527,","10334059,10334408,10334940,","A0A9L9PXS1","uc316vcs.1"
"ENST00000160262.10","chr19","-","10333775","10339624","10333856","10339614","7","10333775,10334159,10334527,10335065,10335670,10338681,10339538,","10334059,10334408,10334782,10335353,10335976,10338948,10339624,","P32942","uc002mob.4"
"ENST00000589900.5","chr19","-","10333775","10339629","10333775","10333775","6","10333775,10334159,10334527,10335065,10338681,10339538,","10334059,10334408,10334782,10335976,10338948,10339629,","","uc060thb.1"
"ENST00000587992.1","chr19","-","10333775","10339661","10333775","10333775","4","10333775,10334159,10338681,10339538,","10334059,10335976,10338948,10339661,","","uc060thc.1"
"ENST00000706692.1","chr19","-","10333776","10335794","10333776","10333776","4","10333776,10334159,10334527,10335670,","10334059,10334408,10334782,10335794,","","uc316vct.1"
"ENST00000592945.1","chr19","-","10333777","10334723","10333777","10333777","3","10333777,10334228,10334527,","10334059,10334408,10334723,","","uc060thd.1"
"ENST00000706693.1","chr19","-","10333777","10334853","10334392","10334711","3","10333777,10334159,10334529,","10334059,10334408,10334853,","A0A9L9PXU5","uc316vcu.1"
"ENST00000589261.5","chr19","-","10333778","10339619","10333778","10333778","7","10333778,10334159,10334527,10335065,10335670,10338681,10339538,","10334059,10334408,10334782,10335353,10335976,10339245,10339619,","","uc010dxd.2"
"ENST00000592439.1","chr19","-","10333974","10335773","10333974","10333974","5","10333974,10334159,10334527,10335140,10335670,","10334059,10334408,10334782,10335353,10335773,","","uc060the.1"
"ENST00000585439.1","chr19","-","10335145","10339624","10338759","10339614","3","10335145,10338681,10339538,","10335976,10338863,10339624,","K7EMH0","uc060thf.1"
"ENST00000590569.1","chr19","-","10335888","10339624","10335888","10335888","4","10335888,10338681,10339017,10339538,","10335976,10338863,10339245,10339624,","","uc060thg.1"
"ENST00000589249.1","chr19","-","10335966","10339641","10335966","10335966","4","10335966,10338681,10339061,10339538,","10335976,10338948,10339245,10339641,","","uc060thh.1"
"ENST00000589580.1","chr19","-","10338723","10339635","10338723","10338723","2","10338723,10339538,","10339208,10339635,","","uc060thi.1"
