#"bin","chrom","chromStart","chromEnd","name","length","cpgNum","gcNum","perCpg","perGc","obsExp"
"623","chr19","5039845","5040051","CpG: 22","206","22","137","21.4","66.5","0.97"
"623","chr19","5043106","5043468","CpG: 24","362","24","206","13.3","56.9","0.84"
"623","chr19","5043647","5044430","CpG: 58","783","58","453","14.8","57.9","0.92"
"623","chr19","5047440","5047819","CpG: 31","379","31","252","16.4","66.5","0.74"
"623","chr19","5048414","5048804","CpG: 28","390","28","262","14.4","67.2","0.65"
"623","chr19","5060973","5061231","CpG: 18","258","18","169","14","65.5","0.65"
"623","chr19","5065628","5065908","CpG: 22","280","22","196","15.7","70","0.64"
"623","chr19","5074580","5074803","CpG: 17","223","17","141","15.2","63.2","0.76"
"623","chr19","5076020","5076894","CpG: 73","874","73","540","16.7","61.8","0.88"
"623","chr19","5093427","5093649","CpG: 17","222","17","131","15.3","59","0.88"
"623","chr19","5096548","5096846","CpG: 36","298","36","215","24.2","72.1","0.97"
"623","chr19","5110576","5110842","CpG: 24","266","24","180","18","67.7","0.79"
"624","chr19","5119209","5119434","CpG: 20","225","20","142","17.8","63.1","0.95"
"624","chr19","5133921","5134157","CpG: 19","236","19","164","16.1","69.5","0.67"
"624","chr19","5141252","5141592","CpG: 27","340","27","199","15.9","58.5","0.93"
"624","chr19","5142131","5142381","CpG: 18","250","18","170","14.4","68","0.63"
"624","chr19","5144028","5144386","CpG: 31","358","31","242","17.3","67.6","0.8"
"624","chr19","5145805","5146285","CpG: 39","480","39","318","16.2","66.2","0.79"
"624","chr19","5147843","5148165","CpG: 25","322","25","221","15.5","68.6","0.66"
"624","chr19","5151321","5151719","CpG: 39","398","39","296","19.6","74.4","0.71"
"624","chr19","5210553","5210853","CpG: 23","300","23","201","15.3","67","0.68"
"624","chr19","5212136","5212473","CpG: 29","337","29","219","17.2","65","0.83"
"624","chr19","5222501","5223340","CpG: 85","839","85","579","20.3","69","0.85"
"624","chr19","5229498","5229829","CpG: 38","331","38","206","23","62.2","1.19"
"624","chr19","5231251","5231593","CpG: 33","342","33","234","19.3","68.4","0.83"
"624","chr19","5237283","5237658","CpG: 30","375","30","251","16","66.9","0.73"
"624","chr19","5238756","5239049","CpG: 32","293","32","212","21.8","72.4","0.84"
"625","chr19","5243858","5244382","CpG: 52","524","52","349","19.8","66.6","0.9"
"625","chr19","5290392","5290594","CpG: 17","202","17","139","16.8","68.8","0.72"
"625","chr19","5292760","5294200","CpG: 116","1440","116","1044","16.1","72.5","0.63"
"625","chr19","5335033","5335250","CpG: 17","217","17","139","15.7","64.1","0.8"
"625","chr19","5338777","5339119","CpG: 24","342","24","229","14","67","0.63"
"625","chr19","5339629","5341050","CpG: 136","1421","136","961","19.1","67.6","0.84"
"626","chr19","5455470","5456251","CpG: 74","781","74","527","19","67.5","0.84"
"626","chr19","5478288","5478566","CpG: 21","278","21","175","15.1","62.9","0.77"
"627","chr19","5507236","5507512","CpG: 25","276","25","156","18.1","56.5","1.13"
"627","chr19","5536520","5536778","CpG: 29","258","29","187","22.5","72.5","0.86"
"627","chr19","5567671","5567899","CpG: 33","228","33","164","28.9","71.9","1.12"
"627","chr19","5587674","5587928","CpG: 19","254","19","177","15","69.7","0.65"
"627","chr19","5593698","5594183","CpG: 54","485","54","334","22.3","68.9","0.96"
"627","chr19","5622237","5623701","CpG: 173","1464","173","1006","23.6","68.7","1"
"628","chr19","5680422","5681420","CpG: 100","998","100","689","20","69","0.85"
"628","chr19","5686794","5687951","CpG: 117","1157","117","815","20.2","70.4","0.82"
"628","chr19","5690116","5692202","CpG: 158","2086","158","1333","15.1","63.9","0.75"
"628","chr19","5694371","5694837","CpG: 38","466","38","306","16.3","65.7","0.78"
"628","chr19","5699048","5699272","CpG: 18","224","18","145","16.1","64.7","0.78"
"628","chr19","5707304","5707513","CpG: 16","209","16","128","15.3","61.2","0.82"
"628","chr19","5711692","5711969","CpG: 23","277","23","187","16.6","67.5","0.74"
"628","chr19","5719613","5720785","CpG: 121","1172","121","741","20.6","63.2","1.03"
"629","chr19","5785388","5785808","CpG: 39","420","39","290","18.6","69","0.78"
"629","chr19","5789187","5789724","CpG: 51","537","51","379","19","70.6","0.76"
"629","chr19","5790540","5791280","CpG: 65","740","65","464","17.6","62.7","0.92"
"629","chr19","5799278","5799531","CpG: 20","253","20","181","15.8","71.5","0.64"
"629","chr19","5802223","5802558","CpG: 26","335","26","225","15.5","67.2","0.69"
"629","chr19","5803723","5806012","CpG: 183","2289","183","1488","16","65","0.77"
"629","chr19","5822273","5822521","CpG: 23","248","23","167","18.5","67.3","0.82"
"629","chr19","5824092","5824323","CpG: 20","231","20","163","17.3","70.6","0.7"
"629","chr19","5827887","5828394","CpG: 80","507","80","369","31.6","72.8","1.19"
"629","chr19","5829037","5829463","CpG: 36","426","36","293","16.9","68.8","0.72"
"629","chr19","5831584","5832286","CpG: 47","702","47","452","13.4","64.4","0.65"
"629","chr19","5843853","5844362","CpG: 37","509","37","334","14.5","65.6","0.68"
"629","chr19","5866700","5867462","CpG: 52","762","52","495","13.6","65","0.66"
"629","chr19","5892099","5892461","CpG: 26","362","26","251","14.4","69.3","0.63"
"630","chr19","5903471","5905205","CpG: 139","1734","139","1085","16","62.6","0.83"
"630","chr19","5914996","5915290","CpG: 26","294","26","200","17.7","68","0.77"
"630","chr19","5977429","5978805","CpG: 145","1376","145","973","21.1","70.7","0.85"
"630","chr19","5994811","5995056","CpG: 19","245","19","168","15.5","68.6","0.67"
"630","chr19","5997020","5997424","CpG: 31","404","31","276","15.3","68.3","0.66"
"630","chr19","6002680","6002927","CpG: 23","247","23","167","18.6","67.6","0.84"
"630","chr19","6007818","6008214","CpG: 30","396","30","269","15.2","67.9","0.67"
"630","chr19","6024723","6024977","CpG: 27","254","27","167","21.3","65.7","1.37"
"631","chr19","6039979","6040217","CpG: 18","238","18","164","15.1","68.9","0.66"
"631","chr19","6108810","6109062","CpG: 22","252","22","142","17.5","56.3","1.15"
"631","chr19","6110055","6110867","CpG: 81","812","81","453","20","55.8","1.29"
"632","chr19","6199281","6199833","CpG: 62","552","62","379","22.5","68.7","1.04"
"632","chr19","6211756","6213117","CpG: 90","1361","90","881","13.2","64.7","0.64"
"632","chr19","6215136","6215555","CpG: 33","419","33","282","15.8","67.3","0.7"
"632","chr19","6230092","6230295","CpG: 15","203","15","142","14.8","70","0.61"
"632","chr19","6230447","6230655","CpG: 19","208","19","146","18.3","70.2","0.75"
"632","chr19","6271948","6272165","CpG: 20","217","20","150","18.4","69.1","0.83"
"632","chr19","6279472","6280347","CpG: 88","875","88","520","20.1","59.4","1.16"
"633","chr19","6361431","6362003","CpG: 68","572","68","412","23.8","72","0.92"
"633","chr19","6372711","6373620","CpG: 91","909","91","652","20","71.7","0.86"
"633","chr19","6392865","6393871","CpG: 88","1006","88","645","17.5","64.1","0.85"
"633","chr19","6414779","6415091","CpG: 28","312","28","218","17.9","69.9","0.74"
"634","chr19","6424440","6425158","CpG: 80","718","80","477","22.3","66.4","1.01"
"634","chr19","6425474","6425832","CpG: 28","358","28","228","15.6","63.7","0.77"
"634","chr19","6459224","6460640","CpG: 120","1416","120","936","16.9","66.1","0.78"
"634","chr19","6463980","6464769","CpG: 63","789","63","522","16","66.2","0.73"
"634","chr19","6475240","6475987","CpG: 60","747","60","512","16.1","68.5","0.69"
"634","chr19","6476671","6477116","CpG: 37","445","37","307","16.6","69","0.7"
"634","chr19","6495264","6496214","CpG: 79","950","79","610","16.6","64.2","0.81"
"634","chr19","6502079","6502400","CpG: 46","321","46","251","28.7","78.2","0.94"
"634","chr19","6516415","6516995","CpG: 44","580","44","350","15.2","60.3","0.83"
"634","chr19","6530815","6531541","CpG: 74","726","74","485","20.4","66.8","0.91"
"634","chr19","6534748","6535068","CpG: 28","320","28","220","17.5","68.8","0.75"
"635","chr19","6590329","6591061","CpG: 56","732","56","470","15.3","64.2","0.77"
"635","chr19","6659875","6660083","CpG: 22","208","22","152","21.2","73.1","0.79"
"636","chr19","6707101","6707556","CpG: 39","455","39","317","17.1","69.7","0.71"
"636","chr19","6737228","6737769","CpG: 59","541","59","388","21.8","71.7","0.86"
"636","chr19","6739872","6740147","CpG: 23","275","23","186","16.7","67.6","0.73"
"636","chr19","6740658","6741192","CpG: 45","534","45","368","16.9","68.9","0.71"
"636","chr19","6746063","6746281","CpG: 19","218","19","150","17.4","68.8","0.74"
"636","chr19","6752504","6753646","CpG: 82","1142","82","775","14.4","67.9","0.63"
"636","chr19","6767934","6768149","CpG: 18","215","18","138","16.7","64.2","0.82"
"638","chr19","7074741","7075087","CpG: 25","346","25","247","14.5","71.4","0.65"
"639","chr19","7098869","7099663","CpG: 79","794","79","543","19.9","68.4","1"
"639","chr19","7142896","7143098","CpG: 17","202","17","124","16.8","61.4","0.89"
"639","chr19","7197104","7197452","CpG: 27","348","27","183","15.5","52.6","1.12"
"639","chr19","7198106","7198550","CpG: 52","444","52","329","23.4","74.1","0.85"
"640","chr19","7267373","7267677","CpG: 23","304","23","163","15.1","53.6","1.05"
"640","chr19","7293329","7294636","CpG: 134","1307","134","843","20.5","64.5","0.99"
"640","chr19","7294871","7295097","CpG: 22","226","22","149","19.5","65.9","0.9"
"641","chr19","7394893","7395490","CpG: 65","597","65","443","21.8","74.2","0.79"
"641","chr19","7440037","7440300","CpG: 31","263","31","178","23.6","67.7","1.03"
"641","chr19","7463725","7463931","CpG: 17","206","17","144","16.5","69.9","0.69"
"641","chr19","7466924","7467783","CpG: 90","859","90","604","21","70.3","0.85"
"642","chr19","7477218","7477469","CpG: 22","251","22","181","17.5","72.1","0.68"
"642","chr19","7488813","7489147","CpG: 41","334","41","242","24.6","72.5","0.95"
"642","chr19","7500818","7501427","CpG: 93","609","93","454","30.5","74.5","1.12"
"642","chr19","7515938","7516529","CpG: 84","591","84","491","28.4","83.1","0.86"
"642","chr19","7519439","7520395","CpG: 98","956","98","669","20.5","70","0.86"
"642","chr19","7522385","7522939","CpG: 63","554","63","391","22.7","70.6","0.92"
"642","chr19","7533527","7536122","CpG: 185","2595","185","1650","14.3","63.6","0.71"
"642","chr19","7549899","7551372","CpG: 105","1473","105","972","14.3","66","0.65"
"642","chr19","7554606","7555750","CpG: 91","1144","91","789","15.9","69","0.68"
"642","chr19","7556753","7557242","CpG: 43","489","43","311","17.6","63.6","0.88"
"642","chr19","7595837","7596708","CpG: 81","871","81","482","18.6","55.3","1.23"
"643","chr19","7611737","7613138","CpG: 105","1401","105","932","15","66.5","0.68"
"643","chr19","7615316","7615710","CpG: 34","394","34","258","17.3","65.5","0.81"
"643","chr19","7617793","7618102","CpG: 27","309","27","208","17.5","67.3","0.78"
"643","chr19","7620266","7621296","CpG: 71","1030","71","682","13.8","66.2","0.63"
"643","chr19","7623734","7623946","CpG: 18","212","18","144","17","67.9","0.75"
"643","chr19","7625823","7626219","CpG: 29","396","29","261","14.6","65.9","0.68"
"643","chr19","7629209","7629711","CpG: 42","502","42","297","16.7","59.2","0.98"
"643","chr19","7636775","7637450","CpG: 65","675","65","482","19.3","71.4","0.78"
"643","chr19","7647151","7647469","CpG: 26","318","26","226","16.4","71.1","0.65"
"643","chr19","7670195","7670570","CpG: 36","375","36","236","19.2","62.9","1"
"643","chr19","7680604","7682828","CpG: 197","2224","197","1515","17.7","68.1","0.77"
"643","chr19","7730038","7731524","CpG: 129","1486","129","991","17.4","66.7","0.78"
"644","chr19","7788046","7788900","CpG: 78","854","78","599","18.3","70.1","0.75"
"644","chr19","7789230","7789827","CpG: 44","597","44","407","14.7","68.2","0.64"
"644","chr19","7830209","7830573","CpG: 56","364","56","292","30.8","80.2","0.96"
"644","chr19","7847743","7848009","CpG: 20","266","20","183","15","68.8","0.65"
"644","chr19","7848865","7849082","CpG: 20","217","20","147","18.4","67.7","0.82"
"644","chr19","7861704","7863866","CpG: 216","2162","216","1518","20","70.2","0.81"
"645","chr19","7868377","7870012","CpG: 145","1635","145","1136","17.7","69.5","0.74"
"645","chr19","7872163","7872729","CpG: 47","566","47","408","16.6","72.1","0.69"
"645","chr19","7873447","7874894","CpG: 127","1447","127","988","17.6","68.3","0.77"
"645","chr19","7888395","7888823","CpG: 33","428","33","275","15.4","64.3","0.75"
"645","chr19","7899554","7899819","CpG: 24","265","24","163","18.1","61.5","0.96"
"645","chr19","7903440","7904536","CpG: 104","1096","104","633","19","57.8","1.13"
"645","chr19","7912586","7912832","CpG: 24","246","24","176","19.5","71.5","0.79"
"645","chr19","7916085","7918098","CpG: 187","2013","187","1403","18.6","69.7","0.77"
"645","chr19","7918718","7919034","CpG: 22","316","22","212","13.9","67.1","0.62"
"645","chr19","7920180","7921090","CpG: 88","910","88","567","19.3","62.3","1.07"
"645","chr19","7924612","7926314","CpG: 204","1702","204","1259","24","74","0.88"
"645","chr19","7927007","7927294","CpG: 21","287","21","195","14.6","67.9","0.63"
"645","chr19","7932649","7932904","CpG: 20","255","20","165","15.7","64.7","0.75"
"645","chr19","7933904","7934525","CpG: 43","621","43","415","13.8","66.8","0.62"
"645","chr19","7943164","7944079","CpG: 77","915","77","570","16.8","62.3","0.87"
"645","chr19","7963631","7963936","CpG: 23","305","23","197","15.1","64.6","0.72"
"646","chr19","8005040","8005992","CpG: 126","952","126","647","26.5","68","1.15"
"646","chr19","8050366","8050640","CpG: 29","274","29","201","21.2","73.4","0.79"
"647","chr19","8136184","8136466","CpG: 22","282","22","191","15.6","67.7","0.68"
"647","chr19","8149059","8149815","CpG: 89","756","89","543","23.5","71.8","0.93"
"647","chr19","8208646","8209036","CpG: 32","390","32","274","16.4","70.3","0.67"
"647","chr19","8209357","8210161","CpG: 72","804","72","502","17.9","62.4","0.93"
"648","chr19","8307713","8308418","CpG: 69","705","69","481","19.6","68.2","0.84"
"648","chr19","8321198","8322088","CpG: 79","890","79","574","17.8","64.5","0.85"
"648","chr19","8333074","8335866","CpG: 270","2792","270","1862","19.3","66.7","0.87"
"648","chr19","8342790","8343454","CpG: 53","664","53","437","16","65.8","0.74"
"648","chr19","8364081","8364608","CpG: 52","527","52","312","19.7","59.2","1.13"
"649","chr19","8389947","8390961","CpG: 96","1014","96","680","18.9","67.1","0.86"
"649","chr19","8399743","8400117","CpG: 34","374","34","250","18.2","66.8","0.82"
"649","chr19","8402092","8402296","CpG: 17","204","17","132","16.7","64.7","0.8"
"649","chr19","8403420","8404060","CpG: 56","640","56","450","17.5","70.3","0.72"
"649","chr19","8413028","8413612","CpG: 75","584","75","451","25.7","77.2","0.88"
"649","chr19","8430670","8430910","CpG: 18","240","18","157","15","65.4","0.7"
"649","chr19","8444751","8445881","CpG: 118","1130","118","716","20.9","63.4","1.04"
"649","chr19","8485655","8486331","CpG: 60","676","60","471","17.8","69.7","0.75"
"649","chr19","8490114","8490367","CpG: 18","253","18","169","14.2","66.8","0.64"
"649","chr19","8490552","8490766","CpG: 21","214","21","140","19.6","65.4","0.92"
"649","chr19","8498557","8499341","CpG: 58","784","58","524","14.8","66.8","0.69"
"649","chr19","8505751","8506330","CpG: 54","579","54","405","18.7","69.9","0.76"
"649","chr19","8510934","8511941","CpG: 90","1007","90","694","17.9","68.9","0.76"
"649","chr19","8513777","8514335","CpG: 62","558","62","393","22.2","70.4","0.9"
"650","chr19","8526410","8526958","CpG: 54","548","54","380","19.7","69.3","0.82"
"650","chr19","8530202","8530587","CpG: 32","385","32","247","16.6","64.2","0.82"
"650","chr19","8536301","8536548","CpG: 21","247","21","169","17","68.4","0.76"
"650","chr19","8555657","8555861","CpG: 16","204","16","131","15.7","64.2","0.78"
"650","chr19","8584903","8585640","CpG: 75","737","75","541","20.4","73.4","0.76"
"650","chr19","8589268","8589628","CpG: 30","360","30","218","16.7","60.6","0.92"
"650","chr19","8591904","8593033","CpG: 79","1129","79","760","14","67.3","0.63"
"650","chr19","8596196","8596403","CpG: 16","207","16","136","15.5","65.7","0.73"
"650","chr19","8605073","8605324","CpG: 21","251","21","179","16.7","71.3","0.68"
"650","chr19","8609453","8609885","CpG: 35","432","35","306","16.2","70.8","0.65"
"650","chr19","8610413","8610989","CpG: 75","576","75","420","26","72.9","0.98"
"651","chr19","8697463","8698444","CpG: 79","981","79","651","16.1","66.4","0.73"
"652","chr19","8832032","8832444","CpG: 59","412","59","313","28.6","76","0.99"
"654","chr19","9093570","9093814","CpG: 18","244","18","143","14.8","58.6","0.91"
"654","chr19","9140463","9140762","CpG: 25","299","25","182","16.7","60.9","0.9"
"654","chr19","9160230","9161242","CpG: 70","1012","70","561","13.8","55.4","0.9"
"656","chr19","9309573","9309905","CpG: 35","332","35","208","21.1","62.7","1.09"
"656","chr19","9324108","9324468","CpG: 35","360","35","240","19.4","66.7","0.89"
"656","chr19","9362913","9363325","CpG: 31","412","31","276","15","67","0.67"
"656","chr19","9406792","9407310","CpG: 41","518","41","335","15.8","64.7","0.77"
"656","chr19","9435107","9435626","CpG: 50","519","50","312","19.3","60.1","1.07"
"657","chr19","9498128","9498667","CpG: 39","539","39","310","14.5","57.5","0.88"
"657","chr19","9538258","9538734","CpG: 39","476","39","281","16.4","59","0.95"
"658","chr19","9584245","9584757","CpG: 43","512","43","333","16.8","65","0.8"
"658","chr19","9621058","9621318","CpG: 22","260","22","164","16.9","63.1","0.85"
"658","chr19","9674804","9675130","CpG: 25","326","25","205","15.3","62.9","0.78"
"659","chr19","9735681","9735938","CpG: 22","257","22","152","17.1","59.1","1.01"
"659","chr19","9768476","9769060","CpG: 54","584","54","382","18.5","65.4","0.87"
"659","chr19","9785515","9786318","CpG: 69","803","69","554","17.2","69","0.77"
"659","chr19","9791676","9793314","CpG: 142","1638","142","1130","17.3","69","0.88"
"659","chr19","9818490","9819818","CpG: 127","1328","127","896","19.1","67.5","0.88"
"659","chr19","9827649","9828139","CpG: 44","490","44","327","18","66.7","0.81"
"660","chr19","9834829","9835713","CpG: 75","884","75","545","17","61.7","0.9"
"660","chr19","9854268","9854757","CpG: 38","489","38","301","15.5","61.6","0.83"
"660","chr19","9913159","9914848","CpG: 166","1689","166","1137","19.7","67.3","0.87"
"660","chr19","9936148","9936802","CpG: 75","654","75","490","22.9","74.9","0.83"
"661","chr19","9966355","9966768","CpG: 36","413","36","291","17.4","70.5","0.7"
"661","chr19","10009302","10009607","CpG: 26","305","26","221","17","72.5","0.66"
"661","chr19","10010074","10010555","CpG: 49","481","49","321","20.4","66.7","0.94"
"661","chr19","10027715","10027940","CpG: 23","225","23","161","20.4","71.6","0.8"
"661","chr19","10062022","10062224","CpG: 15","202","15","122","14.9","60.4","0.82"
"661","chr19","10086020","10087181","CpG: 113","1161","113","820","19.5","70.6","0.79"
"662","chr19","10095948","10096675","CpG: 105","727","105","530","28.9","72.9","1.09"
"662","chr19","10106136","10106664","CpG: 62","528","62","370","23.5","70.1","0.96"
"662","chr19","10109936","10110471","CpG: 37","535","37","362","13.8","67.7","0.61"
"662","chr19","10113766","10114462","CpG: 54","696","54","480","15.5","69","0.66"
"662","chr19","10115488","10116026","CpG: 42","538","42","360","15.6","66.9","0.71"
"662","chr19","10119486","10120006","CpG: 50","520","50","330","19.2","63.5","0.96"
"662","chr19","10142029","10142241","CpG: 15","212","15","137","14.2","64.6","0.68"
"662","chr19","10194290","10195188","CpG: 89","898","89","626","19.8","69.7","0.82"
"663","chr19","10223942","10224835","CpG: 62","893","62","562","13.9","62.9","0.71"
"663","chr19","10230100","10231578","CpG: 148","1478","148","1049","20","71","0.8"
"663","chr19","10252095","10252708","CpG: 68","613","68","429","22.2","70","0.91"
"663","chr19","10269611","10271289","CpG: 133","1678","133","1040","15.9","62","0.82"
"663","chr19","10286927","10288027","CpG: 80","1100","80","711","14.5","64.6","0.7"
"663","chr19","10289168","10294699","CpG: 399","5531","399","3545","14.4","64.1","0.7"
"663","chr19","10295248","10295722","CpG: 50","474","50","333","21.1","70.3","0.86"
"663","chr19","10309431","10309766","CpG: 23","335","23","227","13.7","67.8","0.61"
"663","chr19","10315705","10316047","CpG: 36","342","36","245","21.1","71.6","0.84"
"663","chr19","10323348","10323572","CpG: 18","224","18","161","16.1","71.9","0.63"
"663","chr19","10333012","10335346","CpG: 185","2334","185","1482","15.9","63.5","0.8"
"663","chr19","10352950","10353702","CpG: 58","752","58","515","15.4","68.5","0.69"
"663","chr19","10353990","10354251","CpG: 22","261","22","165","16.9","63.2","0.85"
"664","chr19","10380343","10381044","CpG: 57","701","57","453","16.3","64.6","0.79"
"664","chr19","10395584","10396317","CpG: 54","733","54","498","14.7","67.9","0.67"
"664","chr19","10403314","10404927","CpG: 128","1613","128","1010","15.9","62.6","0.81"
"664","chr19","10416306","10416970","CpG: 62","664","62","454","18.7","68.4","0.8"
"664","chr19","10418951","10421328","CpG: 189","2377","189","1433","15.9","60.3","0.88"
"664","chr19","10424463","10424831","CpG: 41","368","41","257","22.3","69.8","0.91"
"664","chr19","10430588","10431044","CpG: 54","456","54","310","23.7","68","1.03"
"664","chr19","10431986","10432444","CpG: 46","458","46","314","20.1","68.6","0.86"
"664","chr19","10479005","10479365","CpG: 34","360","34","231","18.9","64.2","0.95"
"665","chr19","10491604","10492202","CpG: 60","598","60","397","20.1","66.4","0.91"
"665","chr19","10502370","10503604","CpG: 148","1234","148","909","24","73.7","0.89"
"665","chr19","10513799","10515100","CpG: 147","1301","147","912","22.6","70.1","0.93"
"665","chr19","10517304","10517741","CpG: 44","437","44","324","20.1","74.1","0.73"
"665","chr19","10543552","10544366","CpG: 77","814","77","543","18.9","66.7","0.86"
"665","chr19","10557591","10557906","CpG: 28","315","28","206","17.8","65.4","0.84"
"665","chr19","10565591","10566302","CpG: 89","711","89","509","25","71.6","0.99"
"665","chr19","10568458","10569360","CpG: 104","902","104","636","23.1","70.5","0.93"
"665","chr19","10581159","10581381","CpG: 17","222","17","125","15.3","56.3","0.97"
"665","chr19","10587110","10587423","CpG: 28","313","28","210","17.9","67.1","0.8"
"665","chr19","10602460","10602879","CpG: 52","419","52","320","24.8","76.4","0.85"
"666","chr19","10625323","10625720","CpG: 46","397","46","302","23.2","76.1","0.81"
"666","chr19","10636465","10636812","CpG: 27","347","27","232","15.6","66.9","0.7"
"666","chr19","10653568","10655131","CpG: 142","1563","142","925","18.2","59.2","1.05"
"666","chr19","10701341","10701779","CpG: 39","438","39","301","17.8","68.7","0.76"
"666","chr19","10712942","10713202","CpG: 24","260","24","175","18.5","67.3","0.83"
"666","chr19","10717981","10718664","CpG: 93","683","93","520","27.2","76.1","0.98"
"667","chr19","10835840","10836740","CpG: 70","900","70","556","15.6","61.8","0.82"
"667","chr19","10870810","10872590","CpG: 154","1780","154","1041","17.3","58.5","1.04"
"668","chr19","10921257","10921961","CpG: 47","704","47","467","13.4","66.3","0.62"
"668","chr19","10928280","10929609","CpG: 145","1329","145","929","21.8","69.9","0.89"
"668","chr19","10960440","10961664","CpG: 135","1224","135","732","22.1","59.8","1.24"
"668","chr19","10987719","10987933","CpG: 22","214","22","160","20.6","74.8","0.77"
"669","chr19","11033299","11033573","CpG: 22","274","22","179","16.1","65.3","0.75"
"669","chr19","11041194","11041481","CpG: 29","287","29","190","20.2","66.2","0.92"
"669","chr19","11059874","11060161","CpG: 24","287","24","195","16.7","67.9","0.72"
"669","chr19","11090243","11091010","CpG: 66","767","66","494","17.2","64.4","0.83"
"669","chr19","11105228","11105631","CpG: 29","403","29","259","14.4","64.3","0.7"
"670","chr19","11155554","11156050","CpG: 44","496","44","324","17.7","65.3","0.85"
"670","chr19","11169978","11170238","CpG: 19","260","19","169","14.6","65","0.69"
"670","chr19","11174446","11174656","CpG: 22","210","22","144","21","68.6","0.89"
"670","chr19","11178345","11178572","CpG: 19","227","19","157","16.7","69.2","0.71"
"670","chr19","11193021","11193933","CpG: 67","912","67","633","14.7","69.4","0.61"
"670","chr19","11196819","11198033","CpG: 98","1214","98","818","16.1","67.4","0.72"
"670","chr19","11201895","11202109","CpG: 21","214","21","128","19.6","59.8","1.12"
"670","chr19","11208768","11209077","CpG: 28","309","28","210","18.1","68","0.79"
"670","chr19","11243284","11243686","CpG: 34","402","34","281","16.9","69.9","0.69"
"670","chr19","11262003","11262450","CpG: 57","447","57","343","25.5","76.7","0.87"
"671","chr19","11293836","11294100","CpG: 25","264","25","188","18.9","71.2","0.76"
"671","chr19","11339340","11339738","CpG: 38","398","38","292","19.1","73.4","0.71"
"671","chr19","11346068","11346575","CpG: 43","507","43","309","17","60.9","0.95"
"671","chr19","11361229","11361623","CpG: 37","394","37","271","18.8","68.8","0.8"
"671","chr19","11362418","11362678","CpG: 24","260","24","174","18.5","66.9","0.83"
"671","chr19","11374610","11375093","CpG: 39","483","39","311","16.1","64.4","0.81"
"671","chr19","11380979","11382064","CpG: 90","1085","90","699","16.6","64.4","0.81"
"671","chr19","11382808","11383687","CpG: 74","879","74","602","16.8","68.5","0.73"
"672","chr19","11406383","11406608","CpG: 25","225","25","165","22.2","73.3","0.85"
"672","chr19","11418537","11419308","CpG: 55","771","55","530","14.3","68.7","0.62"
"672","chr19","11420610","11420922","CpG: 30","312","30","207","19.2","66.3","0.88"
"672","chr19","11422530","11422951","CpG: 36","421","36","294","17.1","69.8","0.73"
"672","chr19","11435127","11435723","CpG: 46","596","46","366","15.4","61.4","0.82"
"672","chr19","11449230","11449480","CpG: 20","250","20","170","16","68","0.69"
"672","chr19","11454569","11454896","CpG: 34","327","34","211","20.8","64.5","1"
"672","chr19","11479577","11482828","CpG: 287","3251","287","2220","17.7","68.3","0.76"
"672","chr19","11483557","11484172","CpG: 52","615","52","384","16.9","62.4","0.87"
"672","chr19","11505216","11506032","CpG: 90","816","90","566","22.1","69.4","0.92"
"672","chr19","11528799","11529082","CpG: 31","283","31","198","21.9","70","0.9"
"673","chr19","11536035","11536295","CpG: 30","260","30","195","23.1","75","0.82"
"673","chr19","11549484","11549706","CpG: 17","222","17","151","15.3","68","0.66"
"673","chr19","11558974","11559429","CpG: 45","455","45","302","19.8","66.4","0.93"
"673","chr19","11578611","11579114","CpG: 49","503","49","355","19.5","70.6","0.79"
"673","chr19","11597462","11597868","CpG: 44","406","44","293","21.7","72.2","0.83"
"673","chr19","11639714","11640191","CpG: 44","477","44","325","18.4","68.1","0.8"
"673","chr19","11662248","11662590","CpG: 30","342","30","219","17.5","64","0.86"
"674","chr19","11674227","11674467","CpG: 20","240","20","170","16.7","70.8","0.68"
"674","chr19","11694446","11695085","CpG: 59","639","59","437","18.5","68.4","0.8"
"674","chr19","11738544","11738981","CpG: 42","437","42","311","19.2","71.2","0.76"
"674","chr19","11766905","11767465","CpG: 52","560","52","387","18.6","69.1","0.78"
"675","chr19","11798587","11799026","CpG: 43","439","43","310","19.6","70.6","0.79"
"675","chr19","11814271","11814731","CpG: 46","460","46","318","20","69.1","0.84"
"675","chr19","11848762","11849249","CpG: 45","487","45","334","18.5","68.6","0.79"
"675","chr19","11887989","11888316","CpG: 34","327","34","230","20.8","70.3","0.85"
"675","chr19","11925084","11925618","CpG: 48","534","48","371","18","69.5","0.75"
"676","chr19","11965214","11965551","CpG: 34","337","34","243","20.2","72.1","0.78"
"676","chr19","11987756","11988135","CpG: 34","379","34","255","17.9","67.3","0.8"
"676","chr19","12035215","12035834","CpG: 55","619","55","434","17.8","70.1","0.72"
"676","chr19","12052511","12052745","CpG: 27","234","27","182","23.1","77.8","0.77"
"677","chr19","12064645","12065242","CpG: 57","597","57","421","19.1","70.5","0.77"
"677","chr19","12092213","12092688","CpG: 41","475","41","317","17.3","66.7","0.78"
"677","chr19","12117629","12117875","CpG: 20","246","20","173","16.3","70.3","0.66"
"677","chr19","12139879","12140402","CpG: 45","523","45","357","17.2","68.3","0.74"
"677","chr19","12156183","12156871","CpG: 58","688","58","478","16.9","69.5","0.7"
"677","chr19","12162979","12163476","CpG: 49","497","49","339","19.7","68.2","0.85"
